userName,content,score
Pengguna Google,Ok,5
Pengguna Google,Good,5
Pengguna Google,Mantap,5
Pengguna Google,Sippp oke pokoknya,5
Pengguna Google,"Banyak promo yg menarik, gaperlu antri enaknya",5
Pengguna Google,BANYAKIN PROMO HEHE,5
Pengguna Google,Okee,5
Pengguna Google,ramah bagus nyaman,5
Pengguna Google,Mantab,5
Pengguna Google,Kopi yg bikin mood jadi happy terus,5
Pengguna Google,mantap,5
Pengguna Google,Mantul bray!,5
Pengguna Google,"Rasa ga pernah berubah, taste paling cocok ya disini",5
Pengguna Google,Tempet ngobrol paling oke,5
Pengguna Google,Mudah cepat ga repooooot,5
Pengguna Google,Mantaapp,5
Pengguna Google,Nice Apps,5
Pengguna Google,The best coffee❤,5
Pengguna Google,Banyak promonya dan bisa kumpulkan poinnya Ter ❤️ lah,5
Pengguna Google,Baik,5
Pengguna Google,Good job. The best!!!!,5
Pengguna Google,Maknyus,5
Pengguna Google,Pokoke mantap,5
Pengguna Google,"Buat gw yg suka kopi aplikasi ini ngebantu banget dah..gak pakai ngantri klo mau ngopi..tinggal pilih, bayar Dateng seruput dah kopinya Terima Kasih kopi kenangan",5
Pengguna Google,Kopinya enak mantap pertahankan,5
Pengguna Google,"Rasa thaitea ok, cuman ada beberp outlet bobba nya sering sdh keras( mgkn sudah agak lama) krn bulat nya sdh agak besar dan jg minim promo diskon cashless nya",5
Pengguna Google,Ga bisa di update,1
Pengguna Google,Enak,5
Pengguna Google,Mantap,5
Pengguna Google,mantap,5
Pengguna Google,Kopi kesayangankuuuu,5
Pengguna Google,Sangat praktis dan membantu dikala pandemi tidak harus antri....,5
Pengguna Google,Terenak Harga Merakyat 😁 SUKAK,5
Pengguna Google,good,5
Pengguna Google,Maknyuss,5
Pengguna Google,Tempatnya bersih.. baperista ramah.. rasa dan harga lumayan.. recommended.. sukses terus kopi kenangan.. terus buat kenangan2 yg indah yaa 😍😍,5
Pengguna Google,Mudah sekali...😊,5
Pengguna Google,Suka,5
Pengguna Google,Kopinya bikin ketagihan terus... Enak dan banyak promo.thx,5
Pengguna Google,Siip rasa kopi nya.,5
Pengguna Google,"Aplikasi dn pemesan d kopi kenangan sdh ok,hanya kdng2 sk dlm pemesanan tb2 sk ngeblank..Over all ok baik dr kopi,smuanya Good..👍👍",5
Pengguna Google,"Baru nyoba pertama kali pke ini ,gampng ordernya",5
Pengguna Google,Rasa mantap,5
Pengguna Google,Mantap,5
Pengguna Google,Sangat baik,5
Pengguna Google,easy to use,5
Pengguna Google,Mantapppp,5
Pengguna Google,"pelayanannya sangat baik, produknya gaperlu di ragukan lagi.. selalu suka kopi kenangan..",5
Pengguna Google,Suka banget daaah...,5
Pengguna Google,"Manteppp promonya banyak, thankyou kopken 😁",5
Pengguna Google,enak kopinya. muantabbb👍🤩,5
Pengguna Google,Mantap kopinya,3
Pengguna Google,rasanya mantull,5
Pengguna Google,Suka banget 🥰,5
Pengguna Google,❤,5
Pengguna Google,Mantul .. 👍👍👍,5
Pengguna Google,Okee,5
Pengguna Google,Aplikasi ini memudahkan untuk pesan,5
Pengguna Google,The best la 😍,5
Pengguna Google,Pelayanan yg memuaskan..,5
Pengguna Google,Bagus sangat membantu kalo ada promo2 dan ga perlu nunggu,5
Pengguna Google,Mantap,5
Pengguna Google,Sangat menyenangkan pesan lewat aplikasi.dpt poin juga,5
Pengguna Google,Pelayanan ok...,5
Pengguna Google,Kopi terbaik... besttt,5
Pengguna Google,ahhmantap,5
Pengguna Google,Suka bgt kopi kenangan.. hrg terjangkau tapi enak👍,5
Pengguna Google,Sangat suka rasa nya,5
Pengguna Google,"Ok, bagus",5
Pengguna Google,Kopi nya anak milenial...note sering promo pas tgl gajian min :D,5
Pengguna Google,Kalo lupa password gimana caranya ya? Point saya banyak nih,1
Pengguna Google,Rasa kopi khas indonesia banget. Harga terjangkau,5
Pengguna Google,Favorit bgt,5
Pengguna Google,"Kopi kenangan yg pas rasanya di lidah org indonesia, mantaf",5
Pengguna Google,Good,5
Pengguna Google,"Overall Keren mantap , gak nanggung , totalitas kopi kenangan",5
Pengguna Google,Lebih banyak Inovasi Rasa Yow... 🥰🥰🥰,5
Pengguna Google,Mantap,5
Pengguna Google,Banyak promo enakk,5
Pengguna Google,Kualitasnya ok,5
Pengguna Google,Pokoknya ahhhhh mantap,5
Pengguna Google,Mantap banget kopinya,5
Pengguna Google,"lancaaarrr jaya aplikasinya.. sayang blm bs delivery, semoga bs ada sekalian yaaa 😘",5
Pengguna Google,Mantabs,5
Pengguna Google,kopi terenak,5
Pengguna Google,the best,5
Pengguna Google,bikin gak harus antre 👍,5
Pengguna Google,Sdkit kendala di payment,4
Pengguna Google,Keren,5
Pengguna Google,Kangen.mantap...,5
Pengguna Google,Kopi kenangan yang bikin ketagihan trus.. 😁 baru nyoba aplikasinya,5
Pengguna Google,Perfecto,5
Pengguna Google,Sangat membantu sekali,5
Pengguna Google,"sneng lah pkknya sama ini kopi yg pertama x bkin gw suka ngopi, temen buat kerja",5
Pengguna Google,"Karyawan ramah, kopi nya beuhh bener2 ga bisa bikin mata ketutup 🤣 pokoknya best lah",5
Pengguna Google,Ngga repot repot antri tinggal pesan aja di aplikasi nya ... Ok bangat,5
Pengguna Google,Sering2 promo nya ya,5
Pengguna Google,Mantap,5
Pengguna Google,Good taste good service in Grand Depok City Kopi Kenangan,5
Pengguna Google,Semoga makin banyak bonus,5
Pengguna Google,"Pelayanannya bagus bgt,barista dan baperistanya ramah²...kopi kenangan mantannya best lah",5
Pengguna Google,Alhamdulillah mantap,4
Pengguna Google,"Sangat baik, sangat enak rasa nya",5
Pengguna Google,Cepat penyajiannya,5
Pengguna Google,"Kopinya enak, bnyk diskonnya.... keren deh pkknya.....",5
Pengguna Google,top 🤩😍,5
Pengguna Google,Pake aplikasi lebih hemat dan cepat. tinggal pick up aja,5
Pengguna Google,Wow,5
Pengguna Google,App yg sng berfungsi,5
Pengguna Google,Aplikasi yg memudahkan pelanggan kopi kenangan dalam melakukan pesanan. Terimakasih! Aplikasi ini juga memberikan banyak kupon promo menarik. Luar biasa !,5
Pengguna Google,Sejauh ini sih oke,5
Pengguna Google,Best,5
Pengguna Google,Mantap,5
Pengguna Google,"User friendly.. penempatan menu nya pas, performa apl nya udah bagus.. tingkatkan lgi",5
Pengguna Google,Muaaantaaap kopi nya,5
Pengguna Google,"aplikasi mudah ,harganya terjangkau,rasa ok, pelayanan ramah Mantaap mmng kopi kenangan.. buat g bs pndh ke kopi lain .",5
Pengguna Google,"rasa kopinya pas,harga terjangkau dan pelayanan staffnya ok",5
Pengguna Google,Asik jos,5
Pengguna Google,"Sukaa memudahkan transaksi krna ada fitur pick up gtu, trs bnyak promonya lagi",5
Pengguna Google,Mantap aplikasinya banyak cashback,5
Pengguna Google,Mantaap laaahh,5
Pengguna Google,mantap,5
Pengguna Google,"Apa yg harus saya review, soale semuanya sudah udah Oke... Hanya minta utk ditambahin promo² nya ya.. Biar.makin langganan ke kamu.. Iya kamu..",5
Pengguna Google,good,5
Pengguna Google,Aplikasi sudah rapih,5
Pengguna Google,Rasa bikin nagih lg....,4
Pengguna Google,Mantap bnget,5
Pengguna Google,Keren,5
Pengguna Google,Mantap,5
Pengguna Google,Asal bnyk promo ok,4
Pengguna Google,Ok,5
Pengguna Google,Good,5
Pengguna Google,Lebih murah lebih hemat,5
Pengguna Google,"Lebih mudah dalam pemesanan, good job, thank you",5
Pengguna Google,"Mantap, banyak voucher",5
Pengguna Google,kopi kenangam outlet CBD Bintaroo emng paling enak sebintaro,5
Pengguna Google,Top,5
Pengguna Google,Mantaaap,5
Pengguna Google,"Aplikasinya mudah, banyak promosinya, harganya terjangkau dan rasanya bikin kenangan bgt 👍",5
Pengguna Google,"Mantap keren aplikasinya, semoga banyak diskon yahh",5
Pengguna Google,Mantap,5
Pengguna Google,good,5
Pengguna Google,"Aplikasi ini menarik. Meskipun desain sederhana, namun mudah dimengerti bagi pengguna. Semoga fitur aplikasi ini bertambah lagi seperti fitur promo dari aplikasi Kopi Kenangan ini.",5
Pengguna Google,enak sekali,5
Pengguna Google,Kereeeeeen lah pokoknya aplikasinya promonya apalagi rasa kopinya top markotop,5
Pengguna Google,Mantapp,5
Pengguna Google,Memudahkan sekali,5
Pengguna Google,Terbaik,5
Pengguna Google,Mantap,5
Pengguna Google,Enak baget. Bagus sekali panas layananya,5
Pengguna Google,Sangat suka kopinya,5
Pengguna Google,"Suka banget sama kopi ini, dr kopinya, pelayanannya..... Dan yg kusuka sistemnya ga kaku. Biasanya kalo pake aplikasi harus betul2 pake, ga terima pembelian cash. Atau nambah order bisa tetep langsung dilayani tanpa perlu ribet ulang order. Kopinya udah pasti enak. Normal ice aja masih berasa banget kopinya, ga encer. Apalagi kalo less ice. Suka banget",5
Pengguna Google,Top kopinya....,5
Pengguna Google,Mantull nie aplikasi.. wajib install 🙂,5
Pengguna Google,Good,5
Pengguna Google,Rasa kopi nya Dan brown sugernya pas enak banget,5
Pengguna Google,Ok,5
Pengguna Google,Mantul bgt,5
Pengguna Google,Syuper banget love u kopi kenangan Kenanganku selalu di kamu,5
Pengguna Google,Pertama kali saya beli langsung terkenang terus. 👍,5
Pengguna Google,Mantap sekali,5
Pengguna Google,mantaaaap sering2 dong promo dr aplikasi dong. akses aplikasinya juga gampang gak ribet. payment nya juga bisa pake semua uang elektronik ada.,5
Pengguna Google,Saya cinta dan mendukung Produk Lokal Indonesia 💘,5
Pengguna Google,Untuk kualitass rasa tetap mantapp,4
Pengguna Google,Mantap pokoknya,5
Pengguna Google,Mantap,5
Pengguna Google,Paas bgt di lidah.. kenangan mantan rasanya ga kopi bangeet yg sepait kenangan masa lalu.. Hiya hiya hiya..,5
Pengguna Google,suka banget..gulanya pas ...,5
Pengguna Google,Good job kereeen...,5
Pengguna Google,Ramah pelayananny,5
Pengguna Google,"Kopi nya kurang terasa ,req expressonya dibuat lebih berasa baru berasa",4
Pengguna Google,Pelayanan okehh,5
Pengguna Google,Rasanya enak cocok di lidah sy 😉😘,5
Pengguna Google,Kopi paling enak se-Indonesia,5
Pengguna Google,Mantap lur hehe lanjutkan!,5
Pengguna Google,"Apk bagus , pelayanan yang diberikan kepada customer nya terbaik, saya suka 😘",5
Pengguna Google,Ponit buat diskon nya ok banget,5
Pengguna Google,Amplikasi bagus pelayanan cepat dan sangat sopan,5
Pengguna Google,Tingkatkan terus good job,5
Pengguna Google,Pokonya oke lah,5
Pengguna Google,Mantap,5
Pengguna Google,Nice,5
Pengguna Google,Mantap,5
Pengguna Google,Nice service,5
Pengguna Google,Simple apps yes you ok,5
Pengguna Google,Mntp di,5
Pengguna Google,Sukaaa,5
Pengguna Google,Buka outlet di wilayah duren sawit dan sekitarnya donk..,5
Pengguna Google,Mantap,5
Pengguna Google,Bagus,5
Pengguna Google,Gampang & gak ribet,5
Pengguna Google,Simple dan ewalletnnya banyak,5
Pengguna Google,Memudahkan sekali,5
Pengguna Google,rasanya,5
Pengguna Google,Mantepp,5
Pengguna Google,Good,5
Pengguna Google,Goodjob,5
Pengguna Google,Good,5
Pengguna Google,"Yang namanya point itu bisa di gunain tanpa ada embel² harus ada saldo awal , kalo point 30rb berarti bisa di pakai semua , nah kaya kopi kenangan ini mau point nya cuma 18rb juga bisa buat beli kopi kenangan mantan . Keren lah aplikasi nya",5
Pengguna Google,Sekarang pesen kenangan lebih murah lewat aplikasi nya langsung 💛 bisa delivery jugaaaaa maaaangssstaps,5
Pengguna Google,pelayanan dan rasa mantab banget👍👍,5
Pengguna Google,Sangat membantu sekalii,5
Pengguna Google,Rasa bikin ketagihan.. ditambah promo makin sip,5
Pengguna Google,"Mantappp, buy 1 free 1 ckckckckf, lanjut kan terus pelayanan terbaiknya",5
Pengguna Google,Ok banget,5
Pengguna Google,"Pelayanan cepat, ramah dan rasa kopinya juga juaraakk 😀👍",5
Pengguna Google,Enak banget!,5
Pengguna Google,Nice coffee n good price..nice ambiance,5
Pengguna Google,Ok,5
Pengguna Google,Kopi ny enak..kalo bisa di turunkan harga nya..hehehe agar bisa di konsumsi lebih banyak..penyuka kopi..,5
Pengguna Google,Mantap,5
Pengguna Google,Good,5
Pengguna Google,Enak polll,5
Pengguna Google,Add,5
Pengguna Google,Top,5
Pengguna Google,JUARAAAA!!! ❤❤,5
Pengguna Google,Good,5
Pengguna Google,"Suka bgt, nagib trs. Pnya thumbler, tas nya, baju nya . Sneng sring promo2. Rasa selalu berkualitas mau beli di store manapun. Love love bgt pkonya deh.",5
Pengguna Google,Mantaf,5
Pengguna Google,The best,5
Pengguna Google,Kopi favoritku nggak ada duanya,5
Pengguna Google,Pelayanan cepat..ok lah,5
Pengguna Google,Suka bgt klo mo beli kopi pasti di kopi kenangan,5
Pengguna Google,Mantappp gak nyesal donlot,5
Pengguna Google,Nyamann bangedd tempatt nyaa,5
Pengguna Google,Ok,5
Pengguna Google,"kece, tambah aja fitur2nya & banyakin promonya yesss 😂✌️",5
Pengguna Google,Thks kopi kenangan,5
Pengguna Google,kualitas bgs nya,5
Pengguna Google,Good,5
Pengguna Google,"Sering ada promo, pelayanan ok. Mungkin ditambah lagi pengiriman delivery gratis",5
Pengguna Google,Oke,5
Pengguna Google,Terbaek,5
Pengguna Google,Ok,5
Pengguna Google,"Ad sedikit lag pd aplikasi yg menyebabkan force close, tp jarang",4
Pengguna Google,Thank you kopi kenangan,5
Pengguna Google,Simple apk nyaa ❤️ thebest pokonyaa,5
Pengguna Google,Ok bgt,5
Pengguna Google,Mantaappp,5
Pengguna Google,Kopi Kenangan is the Best,5
Pengguna Google,Mantap,5
Pengguna Google,Good,5
Pengguna Google,Goooooooooood,5
Pengguna Google,kopi enak kopi keren,5
Pengguna Google,"Mantap kopinya, pesen via aplikasi ini juga enak, bikin kenangan yang perlu dikenang, jadi pelajaran untuk kedepannya jadi lebih baik lagi cmiw...",5
Pengguna Google,"Kopi paling enak, servic bagus, pelayannya sopan",5
Pengguna Google,Mantull,5
Pengguna Google,Lumayan sering dapet2 promo lumayan di kantong,5
Pengguna Google,Bagus,5
Pengguna Google,kopinya enak aku suka banyak diskon jg tmbah suka,5
Pengguna Google,mantaf,5
Pengguna Google,Aplikasi mudah digunakan dan banyak diskonan. Mantap!,5
Pengguna Google,Mantullll,5
Pengguna Google,Suka ma kopi kenangan...,5
Pengguna Google,Promonya mantap,5
Pengguna Google,Oke,5
Pengguna Google,Mantap,5
Pengguna Google,Ukuran gelas besar dan memuaskan.,5
Pengguna Google,Menunya di tambah varian lagi y,5
Pengguna Google,Good coffee,5
Pengguna Google,Rasanya buat nagih banget,5
Pengguna Google,Baik,5
Pengguna Google,Very good,5
Pengguna Google,Lumayan dapet promoan,5
Pengguna Google,Mantep mantep,5
Pengguna Google,Cara penggunaan simple,5
Pengguna Google,Good,5
Pengguna Google,Jos gandos iki,5
Pengguna Google,"Kualitas product yang bagus, harga terjangkau dan tempat ternyaman untuk cabang di ruko galaxy bekasi",5
Pengguna Google,ok,5
Pengguna Google,"Mantap.... Aplikasi Bagus utk Order Kopi, lebih praktis dan efektif.",5
Pengguna Google,Wah gak perlu antri ribet 😊😊😊,5
Pengguna Google,Sippp👍,5
Pengguna Google,Ramah dan pelayanan nya cepat,5
Pengguna Google,"Bagus,Enak kopinya dan Akses yg Mudah",5
Pengguna Google,Spanish latte hot my fav. Menu yang hot ditambah ya,5
Pengguna Google,mantap sekali,5
Pengguna Google,Mantab,5
Pengguna Google,Smg promo2 hematnya ada trus,5
Pengguna Google,Ok,5
Pengguna Google,Mantap,5
Pengguna Google,Verry good,5
Pengguna Google,Oke,5
Pengguna Google,Good,4
Pengguna Google,Aplikasi bagus dan sesuai kebutuhan,5
Pengguna Google,Rasa nya mantab,5
Pengguna Google,Sangat recommended,5
Pengguna Google,Mudah 👍,5
Pengguna Google,Seperti biasa enak nya pake aplikasi tuh ga perlu antri tinggal scan tinggal ambil pesanan Sesimple itu like it,5
Pengguna Google,Mantul,5
Pengguna Google,Sangat puas,5
Pengguna Google,"Pelayanan nya ramah, kualitas produk sangat baik",5
Pengguna Google,Bagus,5
Pengguna Google,"Kopi yg sangat aku suka, Pelayanan ramah""",5
Pengguna Google,Mudah dan Payment gampang,5
Pengguna Google,Mantab lah pokoknya . Anti ribet ribet club,5
Pengguna Google,Seru banyak diskon n pelayanan mantapp,5
Pengguna Google,👍,5
Pengguna Google,Good,5
Pengguna Google,Im lovin it,5
Pengguna Google,Bagus,5
Pengguna Google,nice...,5
Pengguna Google,Best,5
Pengguna Google,Top markotop.....uenakkk kopinya selalu pas di hati ..😍😍😍,5
Pengguna Google,"rasa nya mantab, apalagi pandan latte nya......asli penuh kenangan .......juara dah rasanya",5
Pengguna Google,oke,5
Pengguna Google,TOP BGT,5
Pengguna Google,Sangat membatu untuk infprmasi menu dan pemesanan. Terus point nya juga ga pelit 😁,5
Pengguna Google,Ok banget,4
Pengguna Google,👌👌👌,5
Pengguna Google,Good job.....rasanya bikin nagih,5
Pengguna Google,"pesan gak perlu repot ngantri, tinggal pick up. pelayanan pas pick up juga cepat dan sigap. apa lagi sering ada notifikasi promo. semoga kita enggak hanya sekedar jadi kenangan yaaa",5
Pengguna Google,Like it,5
Pengguna Google,"Sll nyetok, setiap beli min 5-6 buat seminggu... N Banyakin promo dong😂😂 bru kali ini dpt yg pas di lidah... Please komposisi nya jgn d kurangin... 👍👍",5
Pengguna Google,sekarang aneh klo scan app tanpa bayar pake cashless malah ga dpat point,1
Pengguna Google,"Bisa pesan dr rumah, menghemat waktu..",5
Pengguna Google,Baik,5
Pengguna Google,Manteb ..tumbler..e bs dikirim neh,5
Pengguna Google,Good,5
Pengguna Google,kopinya sangat khas dan beda dengan yang lainnya,5
Pengguna Google,Kopinyaaa enakkk bangett bikin mata melekkk 😍😍 semoga makin banyakk promonyaa yahh,5
Pengguna Google,👍👌😋😘,5
Pengguna Google,Kopinya suka banget... Pas,5
Pengguna Google,good,5
Pengguna Google,"Lebih praktis kalau pake aplikasi ,",5
Pengguna Google,Ciamik,5
Pengguna Google,"Suka banget sama rasa kopi ini. Strong tapi engga bikin sakit di lambung. Pelayanannya juga oke. Applikasi gampang banget, engga ribet",5
Pengguna Google,Mantap!!!!,5
Pengguna Google,lebih bnykin lg promo ny...,5
Pengguna Google,Kopi kenangan sudah pasti meninggalkan kenangan yg manis ... Manis pelayanan dan manis dirasa enaaaakkkkk,5
Pengguna Google,mantap,5
Pengguna Google,Mantap,5
Pengguna Google,The best coffee in town,4
Pengguna Google,"Aplikasinya bagus, tapi jangan sering"" pembaruan dong 😁",4
Pengguna Google,mantap,5
Pengguna Google,"Kopi kenangan mantan, mantap",5
Pengguna Google,Sangat bagus,5
Pengguna Google,Mantul,5
Pengguna Google,Aplikasinya gak lemot. Cepet bikinnya n ngirimnya. Selalu banyak promo.. Thank you,5
Pengguna Google,"Mantappsssss,",5
Pengguna Google,Coffe👍🏻barista ya sangat baik kopi kenangan ❤️skyline bulding🤗,5
Pengguna Google,Bagus,5
Pengguna Google,"Aplikasi mudah digunakan, banyak info promo2 nya juga. Semoga kedepannya bisa lebih berkembang yaa",5
Pengguna Google,Kopi yg sangat enak sekali sangat disukai oleh suami dan anak anak ..saya..dgn aroma nya yg khas. Bravo kopi kenangan..kau selalu dihati,5
Pengguna Google,Enak,5
Pengguna Google,Sangat membantu konsumen yg tidak mau antri dan juga out let tidak terbutu-buru,4
Pengguna Google,Suka banget sama kopi nya... aplikasi juga sangat bagus... good job..,5
Pengguna Google,"Mantap kopi nya enak harganya terjangkau,sering sering adain diskon ya beb 😘",5
Pengguna Google,Oke bagus,5
Pengguna Google,Ntap,5
Pengguna Google,Recommended Coffee seller.. murah mantap enak... Wassalammualaikum f,5
Pengguna Google,Makin mudah untuk menikmati kopi kenangan. Pembayaran terkoneksi dompet digital jadi gampang banget no ribet.,5
Pengguna Google,"Dengan harga yg sangat terjangkau sdh bisa beli Kopi kenangan dg rasa dan aroma khasnya, kopinya kental manisnya jg pas d lidah pas d kantong jg hehehehe..... (Ga bakal nyesel deh beli kopi kenangan ini 😍😍😍)",5
Pengguna Google,Good,5
Pengguna Google,rasa yg pas...pelayanan ramah.,5
Pengguna Google,Oke,5
Pengguna Google,gw vendor botol kopi kenangan jd gw selalu berharap kopi kenangan semakin maju,5
Pengguna Google,Good,5
Pengguna Google,Kereenn ..kadang butuh waktu cepat bisa mesen langsung nanti tinggal ambil...,5
Pengguna Google,Bagusss,5
Pengguna Google,Mantapppp lah kopinya pesan dr aplikasi banyak keuntungan nyaa sippppppp,5
Pengguna Google,👍,4
Pengguna Google,Pelayanan yg cepat,5
Pengguna Google,"Es kopi kenangan mantan favorite saya dan hampir setiap hari beli.. pelayanan okey,cepet,rasa jangan ditanya.. terimakasih",5
Pengguna Google,Selalu puas dengan rasanya...,5
Pengguna Google,Top,5
Pengguna Google,"Sampai saat ini masih Ok, sesuai ekspektasi dalam pelayanan dan info2 promo",5
Pengguna Google,Good..,5
Pengguna Google,Pelayanannya cepat,5
Pengguna Google,Nice,5
Pengguna Google,Mantab....,5
Pengguna Google,Mantap segala hal deh pokoknya...maju terus dan buka banyak cabang disetiap kota,5
Pengguna Google,"Kopi favorit bangeett... favorit keluarga juga, dari yg muda sampai yg tuaa ❤❤❤🥰",5
Pengguna Google,Mantap pokoknya kopi kenangan,5
Pengguna Google,Suka banget dan mempermudah dalam pemesanan kopi,5
Pengguna Google,The best coffee!!,5
Pengguna Google,Keren,5
Pengguna Google,Mohon di tingkatkan,5
Pengguna Google,Mantap,5
Pengguna Google,"Keren, mudah digunakan apalagi gratis ongkir hehehe",5
Pengguna Google,Apik,5
Pengguna Google,Sejauh ini pelayanannya memuaskan.. rasanya juga lumayan.,5
Pengguna Google,Lumayan ngebantu & ada discount/promonya,5
Pengguna Google,Mempermudah pemesanan jdi ga perlu ngantri,5
Pengguna Google,Sangat membantu customer karena aplikasinya sangat mudah digunakan,5
Pengguna Google,Good,5
Pengguna Google,Kopi favorit,5
Pengguna Google,Min kalok lupa kata sandi gimana? Mau tukar poin,5
Pengguna Google,"Lumayan membantu, cm syg tetep ngantri . Kadang lama konfirmasinya pas didatengin baru diterima order jd sama aja ngantri ngantri juga",5
Pengguna Google,Good,5
Pengguna Google,Coba buat delivery ga harus pick up Jd ga ribet kluar rmh..,4
Pengguna Google,Good,5
Pengguna Google,Tetap pertahankan kualitas minuman dan pelayanan.,5
Pengguna Google,Rasanya juara,5
Pengguna Google,mantap!!,5
Pengguna Google,Bermanfaat.,5
Pengguna Google,Aplikasi membantu untuk pesan. Kalau bisa promonya lebih banyak lagi ya😁😁,5
Pengguna Google,"Apk nya menyenangkan sekalii..yakiinn ga boong..memudahkan utk para pembelinya..dan banyak promo"" menarik dari apk kopi kenangan..sering"" yaa ngadain promonya..terimakasi kopi kenangan",5
Pengguna Google,Mempermudah pesenan untuk pickup dan ada voucher promo nya. Untuk delivery jasa pengirimannya lebih mahal di banding online,5
Pengguna Google,"Mantap, murah, cepat, enak",5
Pengguna Google,Bagus kok,5
Pengguna Google,Nyaman di perut...ga buat kembung,5
Pengguna Google,Bagus,5
Pengguna Google,nice,5
Pengguna Google,Yang kerja nya ngobrol mulu penyajian nya lama,1
Pengguna Google,Lumayan pointnya,5
Pengguna Google,Top,5
Pengguna Google,Jos margojos,5
Pengguna Google,So far so good,4
Pengguna Google,Langganan dan sering beli,5
Pengguna Google,nasi hot dah pokoknya,5
Pengguna Google,Ok,5
Pengguna Google,So far so good,5
Pengguna Google,Mantaaab,5
Pengguna Google,Good coffe shop,5
Pengguna Google,Mantap,5
Pengguna Google,👍👍👍👍👍👍👍,5
Pengguna Google,Good apl 🤩,5
Pengguna Google,"Saya sangat suka kopinya, isi banyak pula, selalu beli yg large... Utk aplikasinya jg oke cm pembayaran kl via aplikasi ga bs cash.. 🥺🥺",5
Pengguna Google,"Aplikasi keren, kopinya juga enak, outletnya banyak... *two thumbs up",5
Pengguna Google,Mantap,5
Pengguna Google,"Pelayanannya ramah, untuk mas masnya baik + sopan. Ada sih 1 yg jutek mbak nya, tp mungkin pas capek si mbak nya.",5
Pengguna Google,Goodlah,5
Pengguna Google,"Gw baru update pesen lewat delivery malah hp gw jadi error ga bisa dipencet"" , dichat kopi kenanganya malah disuruh instal ulang keluar aplikasi , hp aja ga bisa dipencet"" coba gmna mau instal ama keluar aplikasi nya 🤨",1
Pengguna Google,Enak banget kopi kenangan,5
Pengguna Google,nice,5
Pengguna Google,"Selalu pesan dari sini tinggal pickup g usah nunggu dan antri, bayar pake gopay dan ovo",5
Pengguna Google,Enak bangett berasa kopi dan milo nyaa,5
Pengguna Google,Keren,5
Pengguna Google,Bagus,5
Pengguna Google,Mantan gan,5
Pengguna Google,Suka banget,5
Pengguna Google,Lebih mudah memesan kopi kenangan. Tolong langsung dihubungkan dengan aplikasi kurir untuk pengantaran pesenan,4
Pengguna Google,Enakkkkk,5
Pengguna Google,Nice app,5
Pengguna Google,Banyak promonya pakai aplikasi,5
Pengguna Google,Kopi galau dari sang mantan,5
Pengguna Google,Lebih enak pesan lewat aplikasi nanti tinggal ambil g perlu antri lagi.,5
Pengguna Google,Lumayan,5
Pengguna Google,Mohon ada pengiriman gojek dong lebih mudah dan dpt point,4
Pengguna Google,👍🏻,5
Pengguna Google,Pelayanannya ramah👌,5
Pengguna Google,I like it,5
Pengguna Google,"Dari sekian banyak kang kopi dsn jenis kopi yg sdh sy coba , kopi kenangan the best pokoknya ..........smg kopi kenangan trs mpertahankan rasa yg sdh ada",5
Pengguna Google,Rasanya mantaf,5
Pengguna Google,Jd lebih gampang mau ngopi 😉😘,5
Pengguna Google,mantaapp,5
Pengguna Google,Good,5
Pengguna Google,Good job,4
Pengguna Google,Mantul lah,5
Pengguna Google,Kopi mantap terlalu suka en cinta sama kopi kenangan,5
Pengguna Google,Mantap,5
Pengguna Google,Good idea,4
Pengguna Google,Good coffe,5
Pengguna Google,"Kopi enk dan harga terjangkau,kl bisa promonya sering ya",5
Pengguna Google,"Aplikasi ini d download gak ada rugi ny deh,menarik sekali dengan promo"" ny,sering"" ada in promo ny by aplikasi ya,tq",5
Pengguna Google,Mantap bah,5
Pengguna Google,"Bersih, dan cepat",5
Pengguna Google,Mantaappo,5
Pengguna Google,Cepat penyajiannya,5
Pengguna Google,Luv😘,5
Pengguna Google,"aplikasinya bagus, ada diskon dan cashback utk yg baru download",5
Pengguna Google,Good,5
Pengguna Google,Aplikasi mudah di pahami dan sangat membantu karena ongkir lebih murah,5
Pengguna Google,Banyakin promo nya.. Dan aplikais kalo gak kita update harus nya tetep bisa digunakan...itu aja saranya,5
Pengguna Google,Rasa coffe dan harga oke,5
Pengguna Google,baik,5
Pengguna Google,Mantaps,5
Pengguna Google,Good,5
Pengguna Google,"Sangat mempermudah, diskonnya mantap cashbacknya okay",5
Pengguna Google,Goodlah,5
Pengguna Google,Mantul dah kopi n promonya,5
Pengguna Google,Mantap,5
Pengguna Google,Sangat Menguntungkan... bisa dapet minumqn gratis dari point ..,5
Pengguna Google,"Dapet banyak keuntungan, walau saat pesan harus benar benar teliti antara delivery dan pickup",5
Pengguna Google,"Lebih gampang,",5
Pengguna Google,"Lbh praktis dan nyaman, senyaman jiwaku bersamamu...😘😘",5
Pengguna Google,❤ kopi kenangan👍👌,5
Pengguna Google,ok punya,5
Pengguna Google,"Okee,, mantapss",5
Pengguna Google,Pertahankan kualitasnya ya kopi kenangan mantul!👍🏻,5
Pengguna Google,mantap,5
Pengguna Google,Adanya aplikasi ini memudahkan kalo mw order jd ga perlu antri lagi scara kopinya juara enak-enak semua minumannya,5
Pengguna Google,Suka bgt,5
Pengguna Google,"Endeesss rasa kopinya,apa lg yg KENANGAN MANTAN...",5
Pengguna Google,Baguuuss,5
